specieskey	highertaxon_key	kingdom	phylum	order	family	genus	species
8537552	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium americanum
8539216	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megistonyx	Megistonyx oreobios
8541896	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium angulatum
8544608	1494	Animalia	Chordata	Pilosa	Megalonychidae	Eucholoeops	Eucholoeops fronto
8546260	1494	Animalia	Chordata	Pilosa	Mylodontidae	Strabosodon	Strabosodon acuticavus
8547288	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Xyophorus	Xyophorus sulcatus
8547714	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Paranictops	Paranictops majuscula
8547954	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Neotamandua	Neotamandua greslebini
8548961	1494	Animalia	Chordata	Pilosa	Megatheriidae	Ocnopus	Ocnopus gracilis
8548981	1494	Animalia	Chordata	Pilosa	Mylodontidae	Catonyx	Catonyx tarijensis
8550602	1494	Animalia	Chordata	Pilosa	Megatheriidae	Promegatherium	Promegatherium smaltatum
8551342	1494	Animalia	Chordata	Pilosa	Leptictidae	Blacktops	Blacktops latidens
8551878	1494	Animalia	Chordata	Pilosa	Anagalidae	Diacronus	Diacronus wanghuensis
8555991	1494	Animalia	Chordata	Pilosa	Megatheriidae	Prepotherium	Prepotherium potens
8557682	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Scelidotherium	Scelidotherium patrium
8558222	1494	Animalia	Chordata	Pilosa	Didymoconidae	Wanolestes	Wanolestes lii
8562037	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pyramiodontherium	Pyramiodontherium scillatoyanei
8563061	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops diverssidens
8564760	1494	Animalia	Chordata	Pilosa	Mylodontidae	Brievabradys	Brievabradys laventensis
8566228	1494	Animalia	Chordata	Pilosa	Anagalidae	Hsiuannania	Hsiuannania tabiensis
8566476	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pelecyodon	Pelecyodon maximus
8567507	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Megalonyx leidyi
8567525	1494	Animalia	Chordata	Pilosa	Megatheriidae	Planops	Planops obesus
8569202	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Scelidotheriops	Scelidotheriops avunculus
8570265	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Neotamandua	Neotamandua magna
8570930	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Huilabradys	Huilabradys magdaleniensis
8573604	1494	Animalia	Chordata	Pilosa	Megalonychidae	Eucholoeops	Eucholaeops titan
8573621	1494	Animalia	Chordata	Pilosa	Megalonychidae	Amphiocnus	Amphiocnus paranense
8574665	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapaloides	Hapaloides ignavus
8578341	1494	Animalia	Chordata	Pilosa	Leptictidae	Megaleptictis	Megaleptictis altidens
8579085	1494	Animalia	Chordata	Pilosa	Megalonychidae	Protomegalonyx	Protomegalonyx doellojuradoi
8581770	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops angustipalatus
8583498	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Eumylodon bonaerensis
8584544	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictidium	Leptictidium tobieni
8585194	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops minutus
8586216	1494	Animalia	Chordata	Pilosa	Megatheriidae	Urumaquia	Urumaquia robusta
8588401	1494	Animalia	Chordata	Pilosa	Didymoconidae	Archaeomangus	Archaeomangus ulanhureensis
8589600	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Nothrotherium	Nothrotherium shastense
8590120	1494	Animalia	Chordata	Pilosa	Didymoconidae	Archaeoryctes	Archaeoryctes wangi
8590682	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Analcitherium	Analcitherium antarticum
8593495	1494	Animalia	Chordata	Pilosa	Megalonychidae	Trematherium	Trematherium nanum
8593519	1494	Animalia	Chordata	Pilosa	Mylodontidae	Pseudoprepotherium	Mirandabradys socorrensis
8595236	1494	Animalia	Chordata	Pilosa	Mylodontidae	Pseudoprepotherium	Pseudoprepotherium venezuelanum
8595257	1494	Animalia	Chordata	Pilosa	Mylodontidae	Lestodon	Lestodon urumaquensis
8595898	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Adiastaltus	Adiastaltus procerus
8596266	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Xyophorus	Xyophorus atlanticus
8596672	1494	Animalia	Chordata	Pilosa	Anagalidae	Wanogale	Wanogale hodungensis
8600745	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Myrmecophaga	Nunezia caroloameghinoi
8600999	1494	Animalia	Chordata	Pilosa	Anagalidae	Anaptogale	Anaptogale wanghoensis
8602503	1494	Animalia	Chordata	Pilosa	Mylodontidae	Magdalenabradys	Pseudoprepotherium confusum
8604237	1494	Animalia	Chordata	Pilosa	Mylodontidae	Pseudoprepotherium	Mirandabradys urumaquensis
8607653	1494	Animalia	Chordata	Pilosa	Didymoconidae	Archaeoryctes	Archaeoryctes euryalis
8609970	1494	Animalia	Chordata	Pilosa	Megalonychidae	Valgipes	Megalonyx bucklandi
8611679	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megathericulus	Megathericulus patagonicus
8612770	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops cilindricus
8613452	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictidium	Leptictidium nasutum
8614528	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Glossotherium garbanii
8616283	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops gracilidens
8617353	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium gallardoi
8619099	1494	Animalia	Chordata	Pilosa	Megalonychidae	Protomegalonyx	Protomegalonyx praecursor
8623037	1494	Animalia	Chordata	Pilosa	Anagalidae	Yuodon	Yuodon protoselenoides
8623680	1494	Animalia	Chordata	Pilosa	Megatheriidae	Eremotherium	Eremotherium sefvei
8623708	1494	Animalia	Chordata	Pilosa	Megalonychidae	Proschismotherium	Proschismotherium oppositum
8624770	1494	Animalia	Chordata	Pilosa	Megalonychidae	Eucholoeops	Eucholoeops ingens
8626495	1494	Animalia	Chordata	Pilosa	Mylodontidae	Bolivartherium	Bolivartherium urumaquensis
8627564	1494	Animalia	Chordata	Pilosa	Megatheriidae	Neohapalops	Neohapalops rothi
8628248	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Neotamandua	Neotamandua australis
8629292	1494	Animalia	Chordata	Pilosa	Megalonychidae	Ortotherium	Ortotherium robustum
8629309	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Neonematherium	Neonematherium flabellatum
8631029	1494	Animalia	Chordata	Pilosa	Megatheriidae	Planops	Planops longirostratus
8632102	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pelecyodon	Pelecyodon petraeus
8632375	1494	Animalia	Chordata	Pilosa	Anagalidae	Huaiyangale	Huaiyangale chianshanensis
8635692	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops robustus
8636808	1494	Animalia	Chordata	Pilosa	Megatheriidae	Prepotheriops	Prepotheriops megatheroides
8639104	1494	Animalia	Chordata	Pilosa	Didymoconidae	Ergilictis	Ergilictis reshetovi
8640851	1494	Animalia	Chordata	Pilosa	Didymoconidae	Zeuctherium	Zeuctherium niteles
8643242	1494	Animalia	Chordata	Pilosa	Megatheriidae	Prepotherium	Prepotherium moyani
8644326	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops testudinatus
8646107	1494	Animalia	Chordata	Pilosa	Mylodontidae	Promylodon	Promylodon paranensis
8646127	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotheriopsis	Glossotheriopsis pascuali
8649029	1494	Animalia	Chordata	Pilosa	Megatheriidae	Promegatherium	Promegatherium parvulum
8650800	1494	Animalia	Chordata	Pilosa	Megalonychidae	Paulocnus	Paulocnus petrifactus
8651908	1494	Animalia	Chordata	Pilosa	Myrmecophagidae	Neotamandua	Neotamandua borealis
8652167	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Anictops	Anictops wanghudunensis
8652613	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Xyophorus	Xyophorus andinus
8653719	1494	Animalia	Chordata	Pilosa	Mylodontidae	Bolivartherium	Bolivartherium codorensis
8655471	1494	Animalia	Chordata	Pilosa	Megalonychidae	Metopotherium	Metopotherium splendens
8658373	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium birdi
8659507	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Chasicobradys	Chasicobradys intermedius
8660623	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Pseudictops	Pseudictops lophiodon
8661279	1494	Animalia	Chordata	Pilosa	Megalonychidae	Paranabradys	Paranabradys vucetichae
8663093	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium altiplanicum
8664215	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops antistis
8666043	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Glossotherium emmersoni
8667170	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictidium	Leptictidium storchi
8667854	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops rutimeyeri
8673124	1494	Animalia	Chordata	Pilosa	Didymoconidae	Archaeoryctes	Archaeoryctes notialis
8673725	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium longirostris
8675540	1494	Animalia	Chordata	Pilosa	Megatheriidae	Eremotherium	Megatherium rusconii
8676681	1494	Animalia	Chordata	Pilosa	Megatheriidae	Zamicrus	Zamicrus admirabilis
8678547	1494	Animalia	Chordata	Pilosa	Mylodontidae	Megabradys	Megabradys darwini
8679626	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Mcdonaldocnus	Xyophorus bondesioi
8680078	1494	Animalia	Chordata	Pilosa	Anagalidae	Eosigale	Eosigale gujingensis
8681424	1494	Animalia	Chordata	Pilosa	Megatheriidae	Analcimorphus	Analcimorphus giganteus
8681450	1494	Animalia	Chordata	Pilosa	Mylodontidae	Mylodonopsis	Mylodonopsis ibseni
8683260	1494	Animalia	Chordata	Pilosa	Megalonychidae	Diodomus	Diodomus copei
8684687	1494	Animalia	Chordata	Pilosa	Anagalidae	Linnania	Linnania progressus
8686285	1494	Animalia	Chordata	Pilosa	Mylodontidae	Mylodon	Mylodon ambiguus
8688103	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops brevipalatus
8690995	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Scelidotherium	Scelidotherium tarijense
8691599	1494	Animalia	Chordata	Pilosa	Didymoconidae	Ardynictis	Ardynictis furunculus
8693990	1494	Animalia	Chordata	Pilosa	Megalonychidae	Diabolotherium	Diabolotherium nordenskioldi
8694013	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Scelidotherium	Scelidotherium reyesi
8696987	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops longipalatus
8698848	1494	Animalia	Chordata	Pilosa	Mylodontidae	Prolestodon	Prolestodon paranensis
8700706	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pelecyodon	Pelecyodon robustus
8701853	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium urbinai
8708533	1494	Animalia	Chordata	Pilosa	Megalonychidae	Eucholoeops	Eucholoeops litoralis
8708560	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapaloides	Hapaloides laeviusculus
8729625	1494	Animalia	Chordata	Pilosa	Megatheriidae	Planops	Planops magnus
8733694	1494	Animalia	Chordata	Pilosa	Megalonychidae	Neocnus	Neocnus dousman
8747427	1494	Animalia	Chordata	Pilosa	Anagalidae	Stenanagale	Stenanagale xiangensis
8753218	1494	Animalia	Chordata	Pilosa	Megatheriidae	Planops	Planops martini
8800767	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Haltictops	Haltictops mirabilis
8820004	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Morotherium gigas
8844423	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Nothrotheriops	Nothrotherium texanum
8870666	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops vulpiceps
8889626	1494	Animalia	Chordata	Pilosa	Anagalidae	Hsiuannania	Hsiuannania minor
8961747	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops platycephalus
8965421	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptonysson	Leptonysson orthius
8997171	1494	Animalia	Chordata	Pilosa	Megalonychidae	Neocnus	Acratocnus comes
9013520	1494	Animalia	Chordata	Pilosa	Mylodontidae	Mylodon	Mylodon darwini
9050080	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonychotherium	Megalonychotherium atavus
9082012	1494	Animalia	Chordata	Pilosa	Megalonychidae	Neocnus	Neocnus toupiti
9082206	1494	Animalia	Chordata	Pilosa	Leptictidae	Prodiacodon	Prodiacodon paucus
9082804	1494	Animalia	Chordata	Pilosa	Leptictidae	Eoictops	Eoictops novaceki
9102288	1494	Animalia	Chordata	Pilosa	Didymoconidae	Hunanictis	Hunanictis inexpectatus
9114761	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops ponderosus
9119311	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Morotherium leptonyx
9151557	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalocnus	Megalocnus zile
9158592	1494	Animalia	Chordata	Pilosa	Leptictidae	Prodiacodon	Diacodon tauricinerei
9212317	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops longiceps
9216202	1494	Animalia	Chordata	Pilosa	Leptictidae	Myrmecoboides	Myrmecoboides arenarius
9217067	1494	Animalia	Chordata	Pilosa	Megalonychidae	Acratocnus	Acratocnus ye
9244538	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Schaubia elenensis
9246422	1494	Animalia	Chordata	Pilosa	Anagalidae	Anagale	Anagale gobiensis
9257027	1494	Animalia	Chordata	Pilosa	Megalonychidae	Pattersonocnus	Pattersonocnus diazgameroi
9263077	1494	Animalia	Chordata	Pilosa	Zalambdalestidae	Zofialestes	Zofialestes longidens
9265253	1494	Animalia	Chordata	Pilosa	Didymoconidae	Jiajianictis	Jiajianictis muricatus
9273767	1494	Animalia	Chordata	Pilosa	Megalonychidae	Zacatzontli	Zacatzontli tecolotlanensis
9275490	1494	Animalia	Chordata	Pilosa	Leptictidae	Scileptictis	Scileptictis stenotalus
9281543	1494	Animalia	Chordata	Pilosa	Mylodontidae	Baraguatherium	Baraguatherium takumara
9287440	1494	Animalia	Chordata	Pilosa	Leptictidae	Palaeictops	Palaeictops altimontis
9302294	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictis	Ictops dakotensis
9304415	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Neoracanthus brackebuschianus
9314383	1494	Animalia	Chordata	Pilosa	Didymoconidae	Khaichinula	Khaichinula lupula
9314647	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Pseudolestodon injunctus
9316692	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Haltictops	Haltictops meilingensis
9319033	1494	Animalia	Chordata	Pilosa	Leptictidae	Prodiacodon	Diacodon puercensis
9331359	1494	Animalia	Chordata	Pilosa	Leptictidae	Palaeictops	Palaeictops robustus
9336104	1494	Animalia	Chordata	Pilosa	Didymoconidae	Erlikotherium	Erlikotherium edentatum
9348346	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictis	Ictops acutidens
9359272	1494	Animalia	Chordata	Pilosa	Megatheriidae	Eremotherium	Megatherium laurillardi
9365623	1494	Animalia	Chordata	Pilosa	Mylodontidae	Scelidodon	Scelidotherium chilensis
9372290	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Megalonyx validus
9376263	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Oracanthus burmeisteri
9387405	1494	Animalia	Chordata	Pilosa	Megalonychidae	Xibalbaonyx	Xibalbaonyx microcaninus
9391117	1494	Animalia	Chordata	Pilosa	Leptictidae	Asioictops	Asioictops mckennai
9393339	1494	Animalia	Chordata	Pilosa	Megatheriidae	Schismotherium	Hapalops rectangularis
9395645	1494	Animalia	Chordata	Pilosa	Cyclopedidae	Pseudoglyptodon	Pseudoglyptodon chilensis
9413480	1494	Animalia	Chordata	Pilosa	Megalonychidae	Urumacocnus	Urumacocnus urbanii
9414331	1494	Animalia	Chordata	Pilosa	Orophodontidae	Octodontotherium	Octodontotherium crassidens
9418537	1494	Animalia	Chordata	Pilosa	Mylodontidae	Paramylodon	Megalonyx harlani
9431667	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Mylodon wegneri
9433757	1494	Animalia	Chordata	Pilosa	Pseudictopidae	Suyinia	Suyinia changleensis
9435922	1494	Animalia	Chordata	Pilosa	Mylodontidae	Lestodon	Lestodon myloides
9464252	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictis	Ictops montanus
9473189	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Megatherium jeffersonii
9479309	1494	Animalia	Chordata	Pilosa	Anagalidae	Huaiyangale	Huaiyangale leura
9481500	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Mylodon robustus
9483890	1494	Animalia	Chordata	Pilosa	Mylodontidae	Scelidodon	Scelidotherium bolivianum
9499230	1494	Animalia	Chordata	Pilosa	Didymoconidae	Didymoconus	Tshelkaria rostrata
9522987	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Eumylodon chapadmalensis
9524573	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hyperleptus	Eucholoeops fissognathus
9534023	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Eucholoeops adteger
9538550	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictis	Ictops thomsoni
9540493	1494	Animalia	Chordata	Pilosa	Leptictidae	Leptictis	Ictops bullatus
9584980	1494	Animalia	Chordata	Pilosa	Leptictidae	Scileptictis	Scileptictis simplus
9602849	1494	Animalia	Chordata	Pilosa	Didymoconidae	Ardynictis	Ardynictis zhaii
9634016	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Scelidotherium	Stenodon modicus
9786098	1494	Animalia	Chordata	Pilosa	Leptictidae	Prodiacodon	Palaeolestes gorei
11111332	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops congermanus
11111935	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatheridium	Megatheridium annectens
11114302	1494	Animalia	Chordata	Pilosa	Megalonychidae	Acratocnus	Acratocnus odontrigonus
11116119	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops grandis
11122042	1494	Animalia	Chordata	Pilosa	Megatheriidae	Proscelidodon	Proscelidodon rothi
11122461	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pelecyodon	Pelecyodon bombifrons
11123406	1494	Animalia	Chordata	Pilosa	Mylodontidae	Urumacotherium	Urumacotherium garciai
11123569	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops forticulus
11124667	1494	Animalia	Chordata	Pilosa	Megalonychidae	Nohochichak	Nohochichak xibalbahkah
11126529	1494	Animalia	Chordata	Pilosa	Megalonychidae	Neocnus	Neocnus major
11126663	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Sibyllotherium	Sibyllotherium guenguelianum
11127074	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Aymaratherium	Aymaratherium jeani
11127642	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Pronothrotherium	Pronothrotherium typicum
11128354	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops hyperleptus
11128918	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pyramiodontherium	Pyramiodontherium bergi
11130726	1494	Animalia	Chordata	Pilosa	Mylodontidae	Paraglossotherium	Paraglossotherium elmollarum
11131014	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium declivum
11131274	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops infernalis
11132399	1494	Animalia	Chordata	Pilosa	Megatheriidae	Schismotherium	Schismotherium splendens
11133662	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium lundi
11138333	1494	Animalia	Chordata	Pilosa	Megatheriidae	Promegatherium	Promegatherium andinum
11139432	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Amphibradys	Amphibradys guiomari
11143662	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium auca
11144077	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatheriops	Megatheriops rectidens
11144497	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalocnus	Megalocnus rodens
11144771	1494	Animalia	Chordata	Pilosa	Mylodontidae	Archaeomylodon	Archaeomylodon sampedrinensis
11149246	1494	Animalia	Chordata	Pilosa	Megalonychidae	Eucholoeops	Eucholoeops titans
11150589	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Chubutherium	Chubutherium ferelloi
11153343	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium istilarti
11153480	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium uquiense
11153896	1494	Animalia	Chordata	Pilosa	Megalonychidae	Xibalbaonyx	Xibalbaonyx exinferis
11155812	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops boulei
11156221	1494	Animalia	Chordata	Pilosa	Mylodontidae	Sphenotherus	Sphenotherus zavaletianus
11157965	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pyramiodontherium	Pyramiodontherium brevirostrum
11158099	1494	Animalia	Chordata	Pilosa	Megatheriidae	Plesiomegatherium	Plesiomegatherium halmyronomum
11158752	1494	Animalia	Chordata	Pilosa	Mylodontidae	Scelidodon	Scelidodon tarijensis
11159324	1494	Animalia	Chordata	Pilosa	Megalonychidae	Xibalbaonyx	Xibalbaonyx oviceps
11162808	1494	Animalia	Chordata	Pilosa	Mylodontidae	Simomylodon	Simomylodon uccasamamensis
11163354	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops atlanticus
11163509	1494	Animalia	Chordata	Pilosa	Orophodontidae	Octomylodon	Octomylodon robertoscagliai
11164402	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Nothropus	Nothropus carcaranensis
11165199	1494	Animalia	Chordata	Pilosa	Megalonychidae	Ortotherium	Menilaus berroi
11166921	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Xyophorus	Xyophorus villarroeli
11167447	1494	Animalia	Chordata	Pilosa	Megalonychidae	Lakukullus	Lakukullus anatisrostratus
11169808	1494	Animalia	Chordata	Pilosa	Megalonychidae	Megalonyx	Megalonyx cuvieri
11171196	1494	Animalia	Chordata	Pilosa	Mylodontidae	Scelidotheridium	Scelidotheridium parodii
11173289	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium bergi
11174119	1494	Animalia	Chordata	Pilosa	Megatheriidae	Proscelidodon	Proscelidodon gracillimus
11175112	1494	Animalia	Chordata	Pilosa	Megatheriidae	Eomegatherium	Eomegatherium cabrerai
11175797	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops crassissimus
11179619	1494	Animalia	Chordata	Pilosa	Cyclopedidae	Palaeomyrmidon	Palaeomyrmidon incomptus
11179857	1494	Animalia	Chordata	Pilosa	Mylodontidae	Glossotherium	Glossotherium phoenesis
11183118	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops latus
11183223	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops aguirrei
11183397	1494	Animalia	Chordata	Pilosa	Orophodontidae	Octodontobradys	Octodontobradys puruensis
11183800	1494	Animalia	Chordata	Pilosa	Megatheriidae	Eomegatherium	Eomegatherium andinum
11183811	1494	Animalia	Chordata	Pilosa	Anagalidae	Linnania	Linnania qinglingensis
11187953	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops sectus
11190310	1494	Animalia	Chordata	Pilosa	Megatheriidae	Promegatherium	Promegatherium cabrerai
11191771	1494	Animalia	Chordata	Pilosa	Entelopidae	Entelops	Entelops parodii
11193070	1494	Animalia	Chordata	Pilosa	Megatheriidae	Anisodontherium	Anisodontherium halmyronomum
11194429	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Nothropus	Nothropus nordenskioldi
11194831	1494	Animalia	Chordata	Pilosa	Anagalidae	Zofiagale	Zofiagale ergilinensis
11195416	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops rectagulidens
11195535	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops curvus
11195980	1494	Animalia	Chordata	Pilosa	Mylodontidae	Pleurolestodon	Pleurolestodon acutidens
11196112	1494	Animalia	Chordata	Pilosa	Megatheriidae	Sibotherium	Sibotherium ka
11196662	1494	Animalia	Chordata	Pilosa	Megatheriidae	Schismotherium	Schismotherium binum
11197943	1494	Animalia	Chordata	Pilosa	Megatheriidae	Planops	Planops grandis
11200030	1494	Animalia	Chordata	Pilosa	Mylodontidae	Scelidodon	Scelidodon piauiensis
11200716	1494	Animalia	Chordata	Pilosa	Megatheriidae	Plesiomegatherium	Plesiomegatherium hansmeyeri
11200863	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pyramiodontherium	Pyramiodontherium carlesi
11203097	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops cognathus
11205486	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium rectidens
11207862	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops grandaevus
11207983	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops rostratus
11208422	1494	Animalia	Chordata	Pilosa	Mylodontidae	Magdalenabradys	Magdalenabradys kolossiaia
11208968	1494	Animalia	Chordata	Pilosa	Megalonychidae	Deseadognathus	Deseadognathus riggsi
11210164	1494	Animalia	Chordata	Pilosa	Megatheriidae	Pyramiodontherium	Promegatherium remulsum
11212617	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops primus
11214095	1494	Animalia	Chordata	Pilosa	Megatheriidae	Megatherium	Megatherium burmeisteri
11215334	1494	Animalia	Chordata	Pilosa	Scelidotheriidae	Nematherium	Nematherium profundatum
11215604	1494	Animalia	Chordata	Pilosa	Megatheriidae	Hapalops	Hapalops australis
11219591	1494	Animalia	Chordata	Pilosa	Nothrotheriidae	Mionothropus	Mionothropus cartellei
11494463	1494	Animalia	Chordata	Pilosa	Megalonychidae	Zacatzontli	Zacatzontli cotobrusensis
4964391	494	Animalia	Chordata	Amiiformes	Promecosominidae	Promecosomina	Promecosomina beaconensis
4964394	494	Animalia	Chordata	Amiiformes	Amiidae	Melvius	Melvius thomasi
4964395	494	Animalia	Chordata	Amiiformes	Amiidae	Pachyamia	Pachyamia latimaxillaris
4964396	494	Animalia	Chordata	Amiiformes	Amiidae	Pachyamia	Pachyamia mexicana
4964398	494	Animalia	Chordata	Amiiformes	Amiidae	Calamopleurus	Calamopleurus cylindricus
